,generation,mother,father,child,child_no,mutation
0,2,0.75|0.77|0.39|0.52|18|6|21|9|2|2|2|4,0.75|0.77|0.39|0.52|18|6|21|9|2|2|2|4,0.94|0.85|0.74|0.49|18|6|21|9|2|2|2|4,1.0,-0.18999999999999995|-0.07999999999999996|-0.35|0.030000000000000027|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
1,2,0.75|0.77|0.39|0.52|18|6|21|9|2|2|2|4,0.75|0.77|0.39|0.52|18|6|21|9|2|2|2|4,0.75|0.77|0.39|0.52|18|6|21|9|3|2|2|4,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
2,2,0.75|0.77|0.39|0.52|18|6|21|9|2|2|2|4,0.75|0.77|0.39|0.52|18|6|21|9|2|2|2|4,0.75|0.77|0.39|0.52|18|8|21|8|2|2|2|4,3.0,0.0|0.0|0.0|0.0|0.0|-2.0|0.0|1.0|0.0|0.0|0.0|0.0
3,2,0.75|0.77|0.39|0.52|18|6|21|9|2|2|2|4,0.75|0.77|0.39|0.52|18|6|21|9|2|2|2|4,0.75|0.77|0.39|0.52|17|6|21|9|2|2|2|4,4.0,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
4,2,0.75|0.77|0.39|0.52|18|6|21|9|2|2|2|4,0.75|0.77|0.39|0.52|18|6|21|9|2|2|2|4,0.46|0.5|0.69|0.76|18|6|21|9|2|2|2|4,5.0,0.29|0.27|-0.29999999999999993|-0.24|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
5,2,0.75|0.77|0.39|0.52|18|6|21|9|2|2|2|4,0.75|0.77|0.39|0.52|18|6|21|9|2|2|2|4,0.75|0.77|0.39|0.52|19|6|21|9|2|2|2|4,6.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6,2,0.75|0.77|0.39|0.52|18|6|21|9|2|2|2|4,0.75|0.77|0.39|0.52|18|6|21|9|2|2|2|4,0.75|0.77|0.39|0.52|18|6|20|9|2|2|2|4,7.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
7,2,0.75|0.77|0.39|0.52|18|6|21|9|2|2|2|4,0.75|0.77|0.39|0.52|18|6|21|9|2|2|2|4,0.75|0.77|0.39|0.52|18.0|6.0|21.0|9.0|2|2|3|4,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
8,2,0.75|0.77|0.39|0.52|18|6|21|9|2|2|2|4,0.75|0.77|0.39|0.52|18|6|21|9|2|2|2|4,0.75|0.77|0.39|0.52|18|6|21|9|3|2|3|5,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0|-1.0
9,3,0.12|0.31|0.21|0.5|17|11|9|10|2|3|3|5,0.75|0.77|0.39|0.52|17|6|21|9|2|2|2|4,0.44|0.54|0.3|0.51|17|11|9|9|2|4|3|5,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
10,3,0.12|0.31|0.21|0.5|17|11|9|10|2|3|3|5,0.75|0.77|0.39|0.52|17|6|21|9|2|2|2|4,0.44|0.54|0.3|0.51|17|6|10|9|2|3|2|5,2.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
11,3,0.12|0.31|0.21|0.5|17|11|9|10|2|3|3|5,0.75|0.77|0.39|0.52|17|6|21|9|2|2|2|4,0.44|0.54|0.3|0.51|17|6|21|9|2|2|2|4,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
12,3,0.12|0.31|0.21|0.5|17|11|9|10|2|3|3|5,0.75|0.77|0.39|0.52|17|6|21|9|2|2|2|4,0.44|0.54|0.3|0.51|17.0|11.0|21.0|10.0|2|2|2|4,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
13,3,0.12|0.31|0.21|0.5|17|11|9|10|2|3|3|5,0.75|0.77|0.39|0.52|17|6|21|9|2|2|2|4,0.44|0.54|0.3|0.51|17|7|9|9|2|2|2|4,5.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|1.0|0.0
14,3,0.12|0.31|0.21|0.5|17|11|9|10|2|3|3|5,0.75|0.77|0.39|0.52|17|6|21|9|2|2|2|4,0.44|0.54|0.3|0.51|17.0|6.0|21.0|9.0|2|2|2|5,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
15,3,0.12|0.31|0.21|0.5|17|11|9|10|2|3|3|5,0.75|0.77|0.39|0.52|17|6|21|9|2|2|2|4,0.44|0.54|0.3|0.51|17|6|9|10|3|3|2|4,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
16,3,0.12|0.31|0.21|0.5|17|11|9|10|2|3|3|5,0.75|0.77|0.39|0.52|17|6|21|9|2|2|2|4,0.44|0.54|0.3|0.51|17|6|9|10|2|4|4|3,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|1.0
17,3,0.12|0.31|0.21|0.5|17|11|9|10|2|3|3|5,0.75|0.77|0.39|0.52|17|6|21|9|2|2|2|4,0.44|0.54|0.3|0.51|18|6|21|9|2|3|3|4,9.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
18,4,0.75|0.77|0.39|0.52|18.0|6.0|21.0|9.0|2|2|3|4,0.44|0.54|0.3|0.51|17|7|9|9|2|2|2|4,0.6|0.66|0.34|0.52|17.0|6.0|21.0|9.0|2|2|2|4,1.0,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
19,4,0.75|0.77|0.39|0.52|18.0|6.0|21.0|9.0|2|2|3|4,0.44|0.54|0.3|0.51|17|7|9|9|2|2|2|4,0.6|0.66|0.34|0.52|17.0|7.0|21.0|9.0|2|2|3|4,2.0,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
20,4,0.75|0.77|0.39|0.52|18.0|6.0|21.0|9.0|2|2|3|4,0.44|0.54|0.3|0.51|17|7|9|9|2|2|2|4,0.21|0.5|0.64|0.04|17.0|6.0|9.0|9.0|2|2|3|4,3.0,0.39|0.16000000000000003|-0.3|0.48000000000000004|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
21,4,0.75|0.77|0.39|0.52|18.0|6.0|21.0|9.0|2|2|3|4,0.44|0.54|0.3|0.51|17|7|9|9|2|2|2|4,0.6|0.66|0.34|0.52|18.0|6.0|9.0|9.0|2|2|2|4,4.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
22,4,0.75|0.77|0.39|0.52|18.0|6.0|21.0|9.0|2|2|3|4,0.44|0.54|0.3|0.51|17|7|9|9|2|2|2|4,0.6|0.66|0.34|0.52|17.0|6.0|9.0|9.0|2|2|2|4,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
23,4,0.75|0.77|0.39|0.52|18.0|6.0|21.0|9.0|2|2|3|4,0.44|0.54|0.3|0.51|17|7|9|9|2|2|2|4,0.6|0.66|0.34|0.52|18.0|9.0|8.0|11.0|2|2|3|4,6.0,0.0|0.0|0.0|0.0|-1.0|-3.0|1.0|-2.0|0.0|0.0|0.0|0.0
24,4,0.75|0.77|0.39|0.52|18.0|6.0|21.0|9.0|2|2|3|4,0.44|0.54|0.3|0.51|17|7|9|9|2|2|2|4,0.6|0.66|0.34|0.52|18.0|7.0|22.0|9.0|2|2|2|4,7.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
25,4,0.75|0.77|0.39|0.52|18.0|6.0|21.0|9.0|2|2|3|4,0.44|0.54|0.3|0.51|17|7|9|9|2|2|2|4,0.6|0.66|0.34|0.52|18.0|7.0|21.0|9.0|2|2|3|4,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
26,4,0.75|0.77|0.39|0.52|18.0|6.0|21.0|9.0|2|2|3|4,0.44|0.54|0.3|0.51|17|7|9|9|2|2|2|4,0.6|0.66|0.34|0.52|18.0|6.0|8.0|9.0|2|2|3|4,9.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
27,5,0.6|0.66|0.34|0.52|18.0|6.0|8.0|9.0|2|2|3|4,0.21|0.5|0.64|0.04|17.0|6.0|9.0|9.0|2|2|3|4,0.4|0.58|0.49|0.28|19.0|6.0|8.0|9.0|2|2|3|4,1.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
28,5,0.6|0.66|0.34|0.52|18.0|6.0|8.0|9.0|2|2|3|4,0.21|0.5|0.64|0.04|17.0|6.0|9.0|9.0|2|2|3|4,0.4|0.58|0.49|0.28|17.0|6.0|8.0|9.0|2|2|2|4,2.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0
29,5,0.6|0.66|0.34|0.52|18.0|6.0|8.0|9.0|2|2|3|4,0.21|0.5|0.64|0.04|17.0|6.0|9.0|9.0|2|2|3|4,0.4|0.58|0.49|0.28|18.0|6.0|8.0|9.0|3|2|3|4,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
30,5,0.6|0.66|0.34|0.52|18.0|6.0|8.0|9.0|2|2|3|4,0.21|0.5|0.64|0.04|17.0|6.0|9.0|9.0|2|2|3|4,0.01|0.71|0.19|0.43|17.0|6.0|8.0|9.0|2|2|3|4,4.0,0.39|-0.13|0.3|-0.14999999999999997|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
31,5,0.6|0.66|0.34|0.52|18.0|6.0|8.0|9.0|2|2|3|4,0.21|0.5|0.64|0.04|17.0|6.0|9.0|9.0|2|2|3|4,0.97|0.15|0.09|0.58|17.0|6.0|8.0|9.0|2|2|3|4,5.0,-0.57|0.42999999999999994|0.4|-0.29999999999999993|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
32,5,0.6|0.66|0.34|0.52|18.0|6.0|8.0|9.0|2|2|3|4,0.21|0.5|0.64|0.04|17.0|6.0|9.0|9.0|2|2|3|4,0.4|0.58|0.49|0.28|18.0|6.0|9.0|9.0|2|2|2|4,6.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|1.0|0.0
33,5,0.6|0.66|0.34|0.52|18.0|6.0|8.0|9.0|2|2|3|4,0.21|0.5|0.64|0.04|17.0|6.0|9.0|9.0|2|2|3|4,0.4|0.58|0.49|0.28|17.0|6.0|9.0|9.0|3|2|3|4,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
34,5,0.6|0.66|0.34|0.52|18.0|6.0|8.0|9.0|2|2|3|4,0.21|0.5|0.64|0.04|17.0|6.0|9.0|9.0|2|2|3|4,0.4|0.58|0.49|0.28|18.0|6.0|7.0|9.0|2|2|3|4,8.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
35,5,0.6|0.66|0.34|0.52|18.0|6.0|8.0|9.0|2|2|3|4,0.21|0.5|0.64|0.04|17.0|6.0|9.0|9.0|2|2|3|4,0.4|0.58|0.49|0.28|17.0|7.0|8.0|9.0|2|2|3|4,9.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
36,6,0.6|0.66|0.34|0.52|18.0|6.0|8.0|9.0|2|2|3|4,0.21|0.5|0.64|0.04|17.0|6.0|9.0|9.0|2|2|3|4,0.4|0.58|0.49|0.28|19.0|8.0|12.0|8.0|2|2|3|4,1.0,0.0|0.0|0.0|0.0|-2.0|-2.0|-3.0|1.0|0.0|0.0|0.0|0.0
37,6,0.6|0.66|0.34|0.52|18.0|6.0|8.0|9.0|2|2|3|4,0.21|0.5|0.64|0.04|17.0|6.0|9.0|9.0|2|2|3|4,0.4|0.58|0.49|0.28|18.0|6.0|9.0|9.0|2|2|3|4,2.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
38,6,0.6|0.66|0.34|0.52|18.0|6.0|8.0|9.0|2|2|3|4,0.21|0.5|0.64|0.04|17.0|6.0|9.0|9.0|2|2|3|4,0.4|0.58|0.49|0.28|18.0|6.0|10.0|9.0|3|2|3|4,3.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0|0.0|0.0|0.0
39,6,0.6|0.66|0.34|0.52|18.0|6.0|8.0|9.0|2|2|3|4,0.21|0.5|0.64|0.04|17.0|6.0|9.0|9.0|2|2|3|4,0.4|0.58|0.49|0.28|17.0|6.0|9.0|9.0|2|2|3|4,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
40,6,0.6|0.66|0.34|0.52|18.0|6.0|8.0|9.0|2|2|3|4,0.21|0.5|0.64|0.04|17.0|6.0|9.0|9.0|2|2|3|4,0.4|0.58|0.49|0.28|18.0|6.0|9.0|9.0|2|2|2|4,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
41,6,0.6|0.66|0.34|0.52|18.0|6.0|8.0|9.0|2|2|3|4,0.21|0.5|0.64|0.04|17.0|6.0|9.0|9.0|2|2|3|4,0.4|0.58|0.49|0.28|20.0|8.0|12.0|12.0|2|2|3|4,6.0,0.0|0.0|0.0|0.0|-3.0|-2.0|-3.0|-3.0|0.0|0.0|0.0|0.0
42,6,0.6|0.66|0.34|0.52|18.0|6.0|8.0|9.0|2|2|3|4,0.21|0.5|0.64|0.04|17.0|6.0|9.0|9.0|2|2|3|4,0.4|0.58|0.49|0.28|17.0|6.0|9.0|9.0|2|2|3|4,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
43,6,0.6|0.66|0.34|0.52|18.0|6.0|8.0|9.0|2|2|3|4,0.21|0.5|0.64|0.04|17.0|6.0|9.0|9.0|2|2|3|4,0.4|0.58|0.49|0.28|18.0|6.0|10.0|9.0|2|2|2|4,8.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|1.0|0.0
44,6,0.6|0.66|0.34|0.52|18.0|6.0|8.0|9.0|2|2|3|4,0.21|0.5|0.64|0.04|17.0|6.0|9.0|9.0|2|2|3|4,0.4|0.58|0.49|0.28|17.0|6.0|9.0|9.0|2|2|2|4,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
45,7,0.12|0.31|0.21|0.5|17|11|9|10|2|3|3|5,0.97|0.15|0.09|0.58|17.0|6.0|8.0|9.0|2|2|3|4,0.54|0.23|0.15|0.54|17.0|11.0|9.0|10.0|3|3|3|5,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|0.0|0.0
46,7,0.12|0.31|0.21|0.5|17|11|9|10|2|3|3|5,0.97|0.15|0.09|0.58|17.0|6.0|8.0|9.0|2|2|3|4,0.54|0.23|0.15|0.54|17.0|6.0|7.0|10.0|2|3|3|5,2.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
47,7,0.12|0.31|0.21|0.5|17|11|9|10|2|3|3|5,0.97|0.15|0.09|0.58|17.0|6.0|8.0|9.0|2|2|3|4,0.79|0.39|0.87|0.88|17.0|11.0|9.0|10.0|2|2|3|5,3.0,-0.25|-0.16|-0.72|-0.33999999999999997|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
48,7,0.12|0.31|0.21|0.5|17|11|9|10|2|3|3|5,0.97|0.15|0.09|0.58|17.0|6.0|8.0|9.0|2|2|3|4,0.54|0.23|0.15|0.54|17.0|11.0|9.0|10.0|2|3|3|4,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
49,7,0.12|0.31|0.21|0.5|17|11|9|10|2|3|3|5,0.97|0.15|0.09|0.58|17.0|6.0|8.0|9.0|2|2|3|4,0.54|0.23|0.15|0.54|17|11|8|10|2|2|3|5,5.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
50,7,0.12|0.31|0.21|0.5|17|11|9|10|2|3|3|5,0.97|0.15|0.09|0.58|17.0|6.0|8.0|9.0|2|2|3|4,0.54|0.23|0.15|0.54|17.0|11.0|9.0|10.0|2|3|4|4,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
51,7,0.12|0.31|0.21|0.5|17|11|9|10|2|3|3|5,0.97|0.15|0.09|0.58|17.0|6.0|8.0|9.0|2|2|3|4,0.54|0.23|0.15|0.54|18.0|6.0|8.0|10.0|2|2|3|4,7.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
52,7,0.12|0.31|0.21|0.5|17|11|9|10|2|3|3|5,0.97|0.15|0.09|0.58|17.0|6.0|8.0|9.0|2|2|3|4,0.54|0.23|0.15|0.54|17.0|11.0|10.0|10.0|2|2|3|4,8.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|1.0|0.0|0.0
53,7,0.12|0.31|0.21|0.5|17|11|9|10|2|3|3|5,0.97|0.15|0.09|0.58|17.0|6.0|8.0|9.0|2|2|3|4,0.54|0.23|0.15|0.54|17.0|11.0|8.0|9.0|2|4|3|4,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
54,8,0.44|0.54|0.3|0.51|17|11|9|9|2|4|3|5,0.12|0.31|0.21|0.5|17|11|9|10|2|3|3|5,0.28|0.43|0.26|0.5|17|12|8|10|2|4|3|5,1.0,0.0|0.0|0.0|0.0|0.0|-1.0|1.0|-1.0|0.0|0.0|0.0|0.0
55,8,0.44|0.54|0.3|0.51|17|11|9|9|2|4|3|5,0.12|0.31|0.21|0.5|17|11|9|10|2|3|3|5,0.28|0.43|0.26|0.5|17|13|9|12|2|4|3|5,2.0,0.0|0.0|0.0|0.0|0.0|-2.0|0.0|-3.0|0.0|0.0|0.0|0.0
56,8,0.44|0.54|0.3|0.51|17|11|9|9|2|4|3|5,0.12|0.31|0.21|0.5|17|11|9|10|2|3|3|5,0.28|0.43|0.26|0.5|17|12|10|12|2|4|3|5,3.0,0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|-2.0|0.0|0.0|0.0|0.0
57,8,0.44|0.54|0.3|0.51|17|11|9|9|2|4|3|5,0.12|0.31|0.21|0.5|17|11|9|10|2|3|3|5,0.28|0.43|0.26|0.5|17|11|9|9|3|3|2|6,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|1.0|-1.0
58,8,0.44|0.54|0.3|0.51|17|11|9|9|2|4|3|5,0.12|0.31|0.21|0.5|17|11|9|10|2|3|3|5,0.28|0.43|0.26|0.5|17.0|11.0|9.0|9.0|2|3|2|5,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
59,8,0.44|0.54|0.3|0.51|17|11|9|9|2|4|3|5,0.12|0.31|0.21|0.5|17|11|9|10|2|3|3|5,0.28|0.43|0.26|0.5|18|11|9|10|2|4|3|5,6.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
60,8,0.44|0.54|0.3|0.51|17|11|9|9|2|4|3|5,0.12|0.31|0.21|0.5|17|11|9|10|2|3|3|5,0.28|0.43|0.26|0.5|17|11|9|9|2|5|3|5,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
61,8,0.44|0.54|0.3|0.51|17|11|9|9|2|4|3|5,0.12|0.31|0.21|0.5|17|11|9|10|2|3|3|5,0.28|0.43|0.26|0.5|17|11|8|9|2|4|4|5,8.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|-1.0|0.0
62,8,0.44|0.54|0.3|0.51|17|11|9|9|2|4|3|5,0.12|0.31|0.21|0.5|17|11|9|10|2|3|3|5,0.28|0.43|0.26|0.5|17|10|10|10|2|3|3|5,9.0,0.0|0.0|0.0|0.0|0.0|1.0|-1.0|-1.0|0.0|0.0|0.0|0.0
63,9,0.44|0.54|0.3|0.51|17|11|9|9|2|4|3|5,0.28|0.43|0.26|0.5|18|11|9|10|2|4|3|5,0.39|0.91|0.84|0.01|17|11|9|9|2|4|3|5,1.0,-0.030000000000000027|-0.43000000000000005|-0.5599999999999999|0.49|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
64,9,0.44|0.54|0.3|0.51|17|11|9|9|2|4|3|5,0.28|0.43|0.26|0.5|18|11|9|10|2|4|3|5,0.36|0.48|0.28|0.5|17|11|9|9|3|4|3|4,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|1.0
65,9,0.44|0.54|0.3|0.51|17|11|9|9|2|4|3|5,0.28|0.43|0.26|0.5|18|11|9|10|2|4|3|5,0.36|0.48|0.28|0.5|17|11|8|9|2|5|3|5,3.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|-1.0|0.0|0.0
66,9,0.44|0.54|0.3|0.51|17|11|9|9|2|4|3|5,0.28|0.43|0.26|0.5|18|11|9|10|2|4|3|5,0.36|0.48|0.28|0.5|18|10|9|9|2|4|3|5,4.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
67,9,0.44|0.54|0.3|0.51|17|11|9|9|2|4|3|5,0.28|0.43|0.26|0.5|18|11|9|10|2|4|3|5,0.74|0.72|0.98|0.8|17|11|9|10|2|4|3|5,5.0,-0.38|-0.24|-0.7|-0.30000000000000004|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
68,9,0.44|0.54|0.3|0.51|17|11|9|9|2|4|3|5,0.28|0.43|0.26|0.5|18|11|9|10|2|4|3|5,0.36|0.48|0.28|0.5|18|11|10|9|2|4|3|5,6.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
69,9,0.44|0.54|0.3|0.51|17|11|9|9|2|4|3|5,0.28|0.43|0.26|0.5|18|11|9|10|2|4|3|5,0.41|0.34|0.38|0.7|18|11|9|9|2|4|3|5,7.0,-0.04999999999999999|0.13999999999999996|-0.09999999999999998|-0.19999999999999996|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
70,9,0.44|0.54|0.3|0.51|17|11|9|9|2|4|3|5,0.28|0.43|0.26|0.5|18|11|9|10|2|4|3|5,0.42|0.03|0.97|0.82|18|11|9|10|2|4|3|5,8.0,-0.06|0.44999999999999996|-0.69|-0.31999999999999995|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
71,9,0.44|0.54|0.3|0.51|17|11|9|9|2|4|3|5,0.28|0.43|0.26|0.5|18|11|9|10|2|4|3|5,0.63|0.44|0.02|0.35|18|11|9|10|2|4|3|5,9.0,-0.27|0.03999999999999998|0.26|0.15000000000000002|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
72,10,0.11|0.1|0.53|0.46|17|12|19|12|2|4|5|4,0.36|0.48|0.28|0.5|18|10|9|9|2|4|3|5,0.33|0.28|0.75|0.55|18|10|9|9|2|4|3|5,1.0,-0.09000000000000002|0.009999999999999953|-0.35|-0.07000000000000006|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
73,10,0.11|0.1|0.53|0.46|17|12|19|12|2|4|5|4,0.36|0.48|0.28|0.5|18|10|9|9|2|4|3|5,0.24|0.29|0.4|0.48|17|10|9|12|2|3|3|5,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
74,10,0.11|0.1|0.53|0.46|17|12|19|12|2|4|5|4,0.36|0.48|0.28|0.5|18|10|9|9|2|4|3|5,0.24|0.29|0.4|0.48|18|10|19|12|2|4|6|5,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
